Pantheon,Pronunciation,url,Good/Evil Rating,Celebration or Feast Day,Area of expertise,Associated with,In charge of,Birth and Death Dates,Popularity index,Name means,Name,Alternative names,Area or people,Type,Role,Related Gods,Gender 
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-ALPHONSUS-RODRIGUEZ/,Unknown at present,October 30th,,,,1532-1617,993,,Alphonsus Rodriguez,['unspecified'],,Saint,Unknown at present,set(),Male
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/HANNYA/,"NEUTRAL, may not care",Unknown at present,,,,,1848,,Hannya,['unspecified'],,information,Unknown at present,set(),Female
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/DHRITARASHTRA/,"NOT OKAY, be careful",Unknown at present,,,,,930,,Dhritarashtra,['unspecified'],,legendary mortal,Unknown at present,"{'Kauravas', 'Pandavas'}",Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/PALLAS-6/,"NEUTRAL, may not care",Unknown at present,Unknown,,Unknown,,1270,,Pallas (6),['unspecified'],,God,unspecified,"{'Evander', 'Athena'}",Male
Irish pantheon,Coming soon,https://www.godchecker.com/irish-mythology/CLIODHNA/,"OKAY, not bad",Unknown at present,Beauty,,Beauty,,3944,,Clíodhna,"['Cleena', 'Clídna', 'Clionadh']",,Goddess,unspecified,{'Manannán mac Lir'},Female
Aztec pantheon,Coming soon,https://www.godchecker.com/aztec-mythology/CHICONAHUIEHECATL/,"NEUTRAL, may not care",Unknown at present,Creation,,Creating,,1908,,Chiconahuiehecatl,['unspecified'],,God,unspecified,set(),Male
Mesoamerican pantheon,Coming soon,https://www.godchecker.com/mesoamerican-mythology/OLMEC-GODS/,Unknown at present,Unknown at present,"Many things, lots of stuff",,Many Things,,3047,,Olmec Gods,['unspecified'],Olmec,Deities,unspecified,"{'Palenque Triad', 'Alphabet Gods'}","Sorry, we don't know"
Chinese pantheon,Mun Sshun,https://www.godchecker.com/chinese-mythology/MEN-SHEN/,Unknown at present,Unknown at present,"Security, Domestic Protection",,Domestic Protection,,2537,,Men Shen,"['Men-Shen', 'Menshen']",,God,unspecified,"{'Wei Cheng', 'Qin Shubao', 'Yuchi Jingde'}",Male
Brittonic pantheon,Coming soon,https://www.godchecker.com/brittonic-mythology/BAUDIHILLIE/,"NEUTRAL, may not care",Unknown at present,,,,,2437,,Baudihillie,['unspecified'],,Goddess,Unknown at present,set(),Female
Australian Aboriginal pantheon,Coming soon,https://www.godchecker.com/australian-aboriginal-mythology/GURUMUKAS/,"TOTALLY EVIL, danger!",Unknown at present,,,,,2184,,Gurumukas,['unspecified'],Anindilyakwa people of Groote Eylandt,Demons,Unknown at present,set(),"Sorry, we don't know"
South American pantheon,Coming soon,https://www.godchecker.com/south-american-mythology/URUBUTSIN/,Unknown at present,Unknown at present,,,,,1917,,Urubutsin,['unspecified'],"Kamayurá (aka Kamaiurá or Mamaiura?) people of Xingu River, Brazil",God,Unknown at present,"{'Kuat', 'Ugúvu-cuengo', 'Iae'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-JOHN-NEUMANN/,Unknown at present,Unknown at present,,,,1811-1860,705,,John Nepomucene Neumann,"['John Nepomucene Neumann', 'John Newmann']",,Saint,Unknown at present,set(),Male
Polynesian pantheon,Coming soon,https://www.godchecker.com/polynesian-mythology/MAKEMAKE/,Unknown at present,Unknown at present,"Supreme, Everything",,Everything,,3947,,Makemake,['Make-Make'],"Rapa Nui people of Easter Island, Polynesia",God,unspecified,"{'Aku-aku', 'Moai', 'Tangata-manu'}",Male
Navajo pantheon,Coming soon,https://www.godchecker.com/navajo-mythology/BEGOCIDI/,Unknown at present,Unknown at present,"Trickster, Mischief, Mayhem",,Mayhem,,2954,,Begocidi,['unspecified'],Navajo (aka Diné) people,God,unspecified,set(),Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/MAFDET/,Unknown at present,Unknown at present,Protection,,Protection,,2248,,Mafdet,['Maftet'],,Goddess,unspecified,set(),Female
Latvian pantheon,Coming soon,https://www.godchecker.com/latvian-mythology/JUMIS/,Unknown at present,Unknown at present,Fertility,,Fertility,,1440,,Jumis,['unspecified'],Latvia,God,unspecified,set(),Male
South American pantheon,Coming soon,https://www.godchecker.com/south-american-mythology/ANATIWA/,Unknown at present,Unknown at present,Floods,,Flooding,,1776,,Anatiwa,['Anatina'],Karaya of East Brazil,God,unspecified,{'Saracura'},Male
Germanic pantheon,Coming soon,https://www.godchecker.com/germanic-mythology/FOSITE/,Unknown at present,Unknown at present,,,,,2209,,Fosite,['unspecified'],,God,Unknown at present,{'Asegeir'},Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-SIMEON-OF-JERUSALEM/,Unknown at present,Unknown at present,,,,???-106,724,,Simeon of Jerusalem,['unspecified'],,Saint,Unknown at present,"{'James the Less', 'Jesus'}",Male
Cherokee pantheon,Coming soon,https://www.godchecker.com/cherokee-mythology/KANATI/,Unknown at present,Unknown at present,,,,,4046,,Kanati,['unspecified'],Cherokee,legendary mortal,Unknown at present,"{'Selu', 'Kapoonis', 'Enumclaw', 'Thunder Twins'}",Male
Slavic pantheon,Coming soon,https://www.godchecker.com/slavic-mythology/KAMENNAIA-BABA/,"NEUTRAL, may not care",Unknown at present,Unknown,,Unknown,,1633,,Kamennaia Baba,['Kamennaya Baba'],,Spirit,unspecified,set(),Male and female
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/OYAMATSUMI/,"NEUTRAL, may not care",Unknown at present,"Mountain, Mountains",,Mountains,,2728,,Oyamatsumi,"['Oho-Yama', 'Ohoyamatsumi', 'Oyamatsumi-No-Kami']",,God,unspecified,"{'Konohanasakuya-Hime', 'Yama-no-Kami'}",Male
Maya pantheon,Coming soon,https://www.godchecker.com/maya-mythology/IXTAB/,Unknown at present,Unknown at present,"Psychopomp, Ferryman, Death",,Escorting Souls,,2645,,Ixtab,['unspecified'],,Goddess,unspecified,set(),Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-BENEDICT-THE-BLACK/,Unknown at present,April 4th,,,,1526-1589,800,,Benedict the Black,['Benedict The Moor'],,Saint,Unknown at present,set(),Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/PUSHPAKA/,"NEUTRAL, may not care",Unknown at present,,,,,1047,,Pushpaka,['unspecified'],,information,Unknown at present,"{'Viśvakarman', 'Ravana', 'Kubera'}","Sorry, we don't know"
Hopi pantheon,Coming soon,https://www.godchecker.com/hopi-mythology/KOKYANGWUTI/,Unknown at present,Unknown at present,Creation,,Creating,,4099,,Kokyangwuti,"['Kahyangwuti', 'Kohkang Wuhti', 'Kokyangwuqti', ""Kookyangwso'wuuti"", 'Koyangwuti', 'Spider Grandmother']",Pueblo (Hopi),Goddess,unspecified,"{'Nayenezgani', 'Tobadzistsini', 'Sotuknang'}",Female
Melanesian pantheon,Coming soon,https://www.godchecker.com/melanesian-mythology/JARI/,"NEUTRAL, may not care",Unknown at present,Snakes,,Snakes,,2927,,Jari,['unspecified'],Wogeo people of Papua New Guinea,Goddess,🐍,"{'Kamarong', 'Gogo'}",Female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/EOS/,"NEUTRAL, may not care",Unknown at present,Dawn,,Dawn,,6941,,Eos,['unspecified'],,Goddess,unspecified,"{'Heracles', 'Aphrodite', 'Thea', 'Eurus', 'Astraeus', 'Ares', 'Memnon', 'Hyperion', 'Boreas', 'Aurora', 'Zeus', 'Notus', 'Zephyrus', 'Tithonus', 'Titans'}",Female
Chinese pantheon,Shee Warng Moo,https://www.godchecker.com/chinese-mythology/XIWANGMU/,Unknown at present,Unknown at present,Immortality,,Immortality,,4638,,Xiwangmu,"['Hsi-Wang-Mu', 'Wang-Mu-Niang-Niang', 'Weiwobo', 'Xi-Wang-Mu', 'Xi-Wangmu']",,Goddess,unspecified,"{'Mu Gong', 'Yin', 'Yang', 'Jade Emperor', 'Dao', 'Yi', ""Chang'e"", 'Monkey'}",Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-AGNES-OF-MONTEPULCIANO/,Unknown at present,April 30th,,,,1268-1317,968,,Agnes of Montepulciano,['unspecified'],,Saint,Unknown at present,set(),Female
Fijian pantheon,Coming soon,https://www.godchecker.com/fijian-mythology/MURIMURIA/,"NEUTRAL, may not care",Unknown at present,"Judgment, Judgement",,Judging,,2016,,Murimuria,['unspecified'],Fiji in Melanesia,legendary place,unspecified,{'Ndengei'},Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-ALEXIS-FALCONIERI/,Unknown at present,February 17th,,,,????-1310,974,,Alexis Falconieri,['unspecified'],,Saint,Unknown at present,set(),Male
Germanic pantheon,Coming soon,https://www.godchecker.com/germanic-mythology/HULDER/,"NEUTRAL, may not care",Unknown at present,Death,,Death,,2355,,Hulder,['Huldra'],,Goddess,unspecified,set(),Female
Mesopotamian pantheon,Coming soon,https://www.godchecker.com/mesopotamian-mythology/MARDUK/,Unknown at present,Unknown at present,"Supreme, Everything",,Everything,,4353,,Marduk,['unspecified'],Babylon,God,unspecified,"{'Ashur', 'Tablet of Destinies'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/POPE-SAINT-FELIX-III/,Unknown at present,Unknown at present,,,,413-492,681,,Felix III,['unspecified'],,Saint,Unknown at present,set(),Male
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/BANGPUTYS/,"NEUTRAL, may not care",Unknown at present,Storms,,Storms,,2094,,Bangpūtys,['Bangputys'],Lithuania,God,unspecified,set(),Male
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/JUNDA/,"NEUTRAL, may not care",Unknown at present,War,,War,,2297,,Junda,['unspecified'],Lithuania,Goddess,unspecified,set(),Female
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/ARDRA/,"BAD, best avoided",Unknown at present,Misfortune,Betelgeuse,Bad Luck,,1895,,Ardra,['unspecified'],,Goddess,unspecified,"{'Daksha', 'Chandra', 'Nakshatras'}",Female
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/BANEBDJETET/,Unknown at present,Unknown at present,Bureaucracy,,Bureaucracy,,4462,,Banebdjetet,"['Ba-Neb-Tetet', 'Baneb-Djedet', 'Banebdedet', 'Banebdjedet', 'Banebtetet', 'Banephthysdjedet', 'Lord Of Mendes', 'Ram Of Mendes']",,God,unspecified,"{'Har-pa-khered', 'Hatmehit', 'Horus', 'Pan', 'Set', 'Satan', 'Neith', 'Osiris'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-WILLIAM-OF-ROSKILDE/,Unknown at present,Unknown at present,,,,???-1076,688,,William of Roskilde,['unspecified'],,Saint,Unknown at present,set(),Male
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/HOTEI/,"NEUTRAL, may not care",Unknown at present,Good Fortune,,Good Luck,,7483,,Hotei,"['Hotai', 'Hotei-Osho']",,God,unspecified,{'Shichi Fukujin'},Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/BONUS-EVENTUS/,"NEUTRAL, may not care",Unknown at present,Good Fortune,,Good Luck,,2256,,Bonus Eventus,['Eventus Bonus'],,God,unspecified,set(),Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/ABAANGUI/,Unknown at present,Unknown at present,Moon,,the Moon,,2456,,Abaangui,['unspecified'],Guarani,God,🌝,set(),Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-MELANIA-THE-YOUNGER/,Unknown at present,Unknown at present,,,,393-439,627,,Melania the Younger,['unspecified'],,Saint,Unknown at present,set(),Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/PRAHLADA/,"OKAY, not bad",Unknown at present,Devotion,,Devotion,,878,,Prahlada,['unspecified'],,Demon,unspecified,"{'Vishnu', 'Hiranyakashipu'}",Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/MERET/,Unknown at present,Unknown at present,"Songs, Singing",,Musical Vocals,,2476,,Meret,['Mert'],,Goddess,unspecified,set(),Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-COSMAS/,Unknown at present,September 26th,,,,???-287,768,,Cosmas,['unspecified'],,Saint,Unknown at present,{'Damian'},Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/HELHEIM/,Unknown at present,Unknown at present,,,,,5523,,Helheim,"['Helgardh', 'Helheimr', 'Niflhel']",,legendary place,Unknown at present,"{'Niflheim', 'Nine Worlds', 'Hel'}","Sorry, we don't know"
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/GIRL-WHO-MARRIED-THE-MOON/,Unknown at present,Unknown at present,,,,,1626,,Girl Who Married The Moon,['Woman Who Married The Moon'],Aleut,legendary mortal,Unknown at present,set(),Female
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/LIBER/,"NEUTRAL, may not care",Unknown at present,Wine,,Wine,,3999,,Liber,['Liber Pater'],,God,unspecified,"{'Bacchus', 'Libera'}",Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/MANIA/,Unknown at present,Unknown at present,Underworld,,the Underworld,,1805,,Mania,['unspecified'],,Goddess,unspecified,{'Manes'},Female
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/IZANAMI/,"NEUTRAL, may not care",Unknown at present,Creation,,Creating,,4229,,Izanami,['unspecified'],,Goddess,unspecified,"{'Kojiki', 'Yomi', 'Izanagi'}",Female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/HEBE/,Unknown at present,Unknown at present,Youth,,Youthfulness,,2628,,Hebe,['unspecified'],,Goddess,unspecified,"{'Zeus', 'Hera', 'Heracles'}",Female
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/NIDHOGG/,"BAD, best avoided",Unknown at present,,,,,3740,,Nidhogg,"['Nídhögg', 'Nidhoggr', 'Nidhøg', 'Níðhöggr', 'Nithhogg']",,fabulous creature,Unknown at present,"{'Ratatoskr', 'Yggdrasil', 'Hel', 'Helheim'}",Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/HERCULES/,"NEUTRAL, may not care",Unknown at present,Hero,,Heroics,,3750,,Hercules,['unspecified'],,God,unspecified,"{'Jupiter', 'Heracles'}",Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/BALARAMA/,"NEUTRAL, may not care",Unknown at present,"Agriculture, Farming",,Agriculture and Farming,,7118,,Balarâma,"['Bala-Râma', 'Balabhadra-Râma', 'Balarâma']",,God,unspecified,"{'Krishna', 'Kamsa'}",Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/KHEPRI/,"NEUTRAL, may not care",Unknown at present,Renewal,,Renewal,,3680,,Khepri,"['Chepri', 'Kehperi', 'Kheper', 'Khepera', 'Khepra']",,God,unspecified,"{'Ra', 'Atum'}",Male
Chinese pantheon,Coming soon,https://www.godchecker.com/chinese-mythology/ZHONG-KUI/,"NEUTRAL, may not care",Unknown at present,Protection,,Protection,,3391,,Zhong Kui,"[""Chung-K'uei"", 'Chung-Kwei', 'Zhong Guei', 'Zhongkui']",,God,unspecified,"{'Diyu', 'Shoki', 'Yanluo Wang'}",Male
Australian Aboriginal pantheon,Coming soon,https://www.godchecker.com/australian-aboriginal-mythology/MANKARA-WAKA-YA-PIRNA/,"OKAY, not bad",Unknown at present,"Songs, Singing",,Musical Vocals,,1847,Little Big Girls,Mankara-waka-ya-pirna,['Mankara-Pirna'],Urabunna/Diyari (aka Dieri) ,Spirits,unspecified,"{'Muramura', 'Wapiya'}",Female
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/FREYR/,Unknown at present,Unknown at present,Peace,,Peace,,9406,,Freyr,"['Frey', 'Fricco', 'Yngvi', 'Yngvi-Freyr']",,God,unspecified,"{'Freya', 'Inguin', 'Njord', 'Skirnir', 'Gerd'}",Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/ARESKOUI/,Unknown at present,Unknown at present,Creation,,Creating,,2878,,Areskoui,"['Agreskoui', 'Agriskoue', 'Airesekui', 'Airsekui']",Wyandot (aka Huron or Wendat) people,God,unspecified,{'Ares'},Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/OREADS/,Unknown at present,Unknown at present,"Mountain, Mountains",,Mountains,,2293,,Oreads,"['Oreades', 'Oreiades', 'Oreiads']",,Spirits,unspecified,"{'Nymphs', 'Dryads'}",Female
Chinese pantheon,Yeen,https://www.godchecker.com/chinese-mythology/YIN/,"NEUTRAL, may not care",Unknown at present,,,,,2434,,Yin,['Yin-Yang'],,concept,Unknown at present,"{'Xiwangmu', 'Qi', 'Yang', 'Dao', 'Feng Shui'}",Female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/PERSEIS/,"NEUTRAL, may not care",Unknown at present,Sorcery,,Sorcery and Witchcraft,,3143,,Perseis,"['Persa', 'Perse', 'Persêis']",,Spirit,unspecified,"{'Oceanids', 'Helios', 'Circe'}",Female
Mesopotamian pantheon,Coming soon,https://www.godchecker.com/mesopotamian-mythology/LAHAMU/,"NEUTRAL, may not care",Unknown at present,Hero,,Heroics,,1735,,Lahamu,['Lakhamu'],,Goddess,unspecified,{'Lahmu'},Female
Buddhist pantheon,Coming soon,https://www.godchecker.com/buddhist-mythology/FUGEN/,"NEUTRAL, may not care",Unknown at present,Truth,,Truth,,2691,,Fugen,['Fugen-Bosatsu'],,God,unspecified,"{'Samantabhadra', 'Bosatsu'}",Male
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/SANBO-KOJIN/,"NEUTRAL, may not care",Unknown at present,Hearth,,the Hearth,,2861,,Sanbo-Kojin,"['Kamado-Gami', 'Kamado-No-Kami']",,God,unspecified,{'Kojin'},Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/MAYA/,"NEUTRAL, may not care",Unknown at present,,,,,1358,,Maya,['Mâyâ'],,concept,Unknown at present,set(),"Sorry, we don't know"
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-BERNARDINE-OF-SIENA/,Unknown at present,May 20th,,,,1380-1444,831,,Bernardine of Siena,['Bernardino Of Siena'],,Saint,Unknown at present,set(),Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/SIBYLS/,Unknown at present,Unknown at present,,,,,2035,,Sibyls,['unspecified'],,legendary mortal,Unknown at present,"{'Sibyl of Cumae (2)', 'Sibyl of Cumae', 'Cassandra', 'Albunea'}",Female
Canaanite pantheon,Coming soon,https://www.godchecker.com/canaanite-mythology/ESHMUN/,"NEUTRAL, may not care",Unknown at present,Healing,,Healing,,2198,,Eshmun,['unspecified'],Canaan,God,unspecified,{'Astronoe'},Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-BARBATUS/,Unknown at present,February 19th,,,,612-682,850,,Barbatus,"['Barbatus-Of-Benevento', 'San Barbato']",,Saint,Unknown at present,set(),Male
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/AUSTEJA/,"NEUTRAL, may not care",Unknown at present,Bees,,Bees,,4862,,Austéja,['Austeja'],Lithuania,Goddess,🐝,{'Bubilas'},Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-WENCESLAUS/,Unknown at present,Unknown at present,,,,???-938,680,,Wenceslaus,['unspecified'],,Saint,Unknown at present,{'Ludmila'},Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/SHED/,Unknown at present,Unknown at present,Protection,,Protection,,2179,,Shed,['unspecified'],,God,unspecified,{'Horus'},Male
Canaanite pantheon,Coming soon,https://www.godchecker.com/canaanite-mythology/BELPHEGOR/,Unknown at present,Unknown at present,,,,,3094,,Belphegor,"['Ba‘al Pe‘or', 'Baal-Peor', 'Beelphegor']",Moabite of Canaan,Demon,Unknown at present,set(),Male
Irish pantheon,Coming soon,https://www.godchecker.com/irish-mythology/AILLEN/,Unknown at present,Unknown at present,,,,,1960,,Aillén,['unspecified'],,God,Unknown at present,set(),Male
